repo,url,stars,inferred_language,inferred_category,file_count_visible,key_files,content_timestamp,time_slice,file
sasleee/tencentdb-agent-memory,https://github.com/sasleee/tencentdb-agent-memory,0,Markdown,memory,25,Latest commit History56 Commits56 Commits; .github; assets/images; docker/opensource; hermes-plugin/memory/memory_tencentdb; scripts; src; .gitignore; .npmignore; CHANGELOG.md; CONTRIBUTING.md; CONTRIBUTING_CN.md; LICENSE; README.md; README_CN.md; SKILL-DIAGNOSTIC-EXPORT.md; SKILL-MIGRATION.md; SKILL.md; index.ts; openclaw.plugin.json,2026-05-21,2026-05,raw-github/sasleee_tencentdb-agent-memory.md
scienceaix/agentskills,https://github.com/scienceaix/agentskills,63,Markdown,education-list,4,Latest commit History2 Commits2 Commits; LICENSE; README.md; View all files,2025-11-25,2025-11,raw-github/scienceaix_agentskills.md
sebastianbrzustowicz/robot-sumo-rl,https://github.com/sebastianbrzustowicz/robot-sumo-rl,18,Markdown,evaluation,15,Latest commit History39 Commits39 Commits; .github/workflows; docs; models/favourite; resources; src; .aiignore; .gitignore; CITATION.cff; CONTRIBUTING.md; LICENSE; Makefile; README.md; pyproject.toml; View all files,2026-05-21,2026-05,raw-github/sebastianbrzustowicz_robot-sumo-rl.md
seetrex-ai/laimark,https://github.com/seetrex-ai/laimark,4,Markdown,evaluation,17,Latest commit History15 Commits15 Commits; .github; data; docs; laimark; paper; scripts; .gitattributes; .gitignore; CITATION.cff; CONTRIBUTING.md; LICENSE; NOTICE; README.md; SECURITY.md; pyproject.toml; View all files,2026-04-18,2026-04,raw-github/seetrex-ai_laimark.md
self-play-language-models/spin-peft,https://github.com/self-play-language-models/spin-peft,4,Python,evaluation,17,Latest commit History15 Commits15 Commits; LICENSE; README.md; generate_data.py; import_data.py; inspect_data.py; run_dpo.py; run_spin.py; sft.py; spin.ipynb; spin.py; spin2-Copy1.py; spin2-Copy2.py; spin2.ipynb; spin2.py; spin_training.py; View all files,2026-05-21,2026-05,raw-github/self-play-language-models_spin-peft.md
sentrux/sentrux,https://github.com/sentrux/sentrux,2,Markdown,evaluation,20,Latest commit History318 Commits318 Commits; .claude-plugin; .github/workflows; .sentrux; assets; claude-plugin; docs; plugins; sentrux-bin; sentrux-core; .gitignore; Cargo.lock; Cargo.toml; LICENSE; README.de.md; README.ja.md; README.md; README.zh-CN.md; install.sh; View all files,2026-05-21,2026-05,raw-github/sentrux_sentrux.md
senweaver/senagentos,https://github.com/senweaver/senagentos,10,Markdown,memory,18,Latest commit History5 Commits5 Commits; firmware; skills; src; web; .editorconfig; .env.example; .gitattributes; .gitignore; AGENTS.md; Cargo.lock; Cargo.toml; LICENSE; README.md; README.zh-CN.md; build.rs; rustfmt.toml; View all files,unknown,unknown,raw-github/senweaver_senagentos.md
sethkarten/continual-harness,https://github.com/sethkarten/continual-harness,106,Python,evaluation,26,Latest commit History953 Commits953 Commits; .devcontainer; Emerald-GBAdvance; PokemonRed-GBC; System-Design; agents; docs; pokemon_env; pokemon_red_env; scripts; server; tests; utils; .gitignore; .python-version; LICENSE; README.md; layout.png; pokeagent_architecture.png; pyproject.toml,2026-05-21,2026-05,raw-github/sethkarten_continual-harness.md
shadowrootdev/awesome-agent-skills-mcp,https://github.com/shadowrootdev/awesome-agent-skills-mcp,23,TypeScript/JavaScript,education-list,19,Latest commit History18 Commits18 Commits; .github; .vscode; src; tests; .eslintrc.cjs; .gitignore; .npmignore; .prettierrc; CHANGELOG.md; CONTRIBUTING.md; LICENSE; README.md; package-lock.json; package.json; server.json; tsconfig.json; vitest.config.ts; View all files,2024-11-05,2024-Q4,raw-github/shadowrootdev_awesome-agent-skills-mcp.md
shaoshuai0605/misevolution,https://github.com/shaoshuai0605/misevolution,76,Markdown,evolution,9,Latest commit History28 Commits28 Commits; figures; memory_misevolution; model_misevolution; tool_misevolution; workflow_misevolution; .gitignore; Readme.md; View all files,2026-05-21,2026-05,raw-github/shaoshuai0605_misevolution.md
shehrum/grf-self-play,https://github.com/shehrum/grf-self-play,4,Python,research-agent,13,Latest commit History8 Commits8 Commits; images; .DS_Store; LICENSE; README.md; environment.py; eval.py; eval_environment.py; model.py; requirements.txt; train_apex.py; train_ppo.py; View all files,2026-05-21,2026-05,raw-github/shehrum_grf-self-play.md
shichun-liu/agent-memory-paper-list,https://github.com/shichun-liu/agent-memory-paper-list,2,Markdown,memory,5,Latest commit History40 Commits40 Commits; assets; LICENSE; README.md; View all files,2025-12-16,2025-12,raw-github/shichun-liu_agent-memory-paper-list.md
shingo257/gitnexus,https://github.com/shingo257/gitnexus,0,Markdown,evaluation,45,Latest commit History569 Commits569 Commits; .claude-plugin; .claude/skills/gitnexus; .cursor; .github; .history/gitnexus; .husky; .sisyphus/drafts; docs; eval; gitnexus-claude-plugin; gitnexus-cursor-integration; gitnexus-shared; gitnexus-test-setup; gitnexus-web; gitnexus; .cursorrules; .git-blame-ignore-revs; .gitattributes; .gitignore,2026-05-21,2026-05,raw-github/shingo257_gitnexus.md
shintaro-sprech/agent-orchestrator-template,https://github.com/shintaro-sprech/agent-orchestrator-template,120,Markdown,framework,7,Latest commit History9 Commits9 Commits; .claude; docs; CLAUDE.md; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/shintaro-sprech_agent-orchestrator-template.md
shiqichen17/spa,https://github.com/shiqichen17/spa,35,Shell,memory,11,Latest commit History24 Commits24 Commits; SPA_agent; config; sft; .gitignore; Internalizing_World_Models_via_Self_Play_Finetuning_for_Agentic_RL.pdf; README.md; run_baseline.sh; run_spa.sh; train_ppo_sfted.sh; View all files,2026-05-21,2026-05,raw-github/shiqichen17_spa.md
sibyl-research-team/sibyl-research-system,https://github.com/sibyl-research-team/sibyl-research-system,245,Python,research-agent,23,"Latest commit History1,033 Commits1,033 Commits; .claude; demos/remote_parallel_smoke; deploy; docs; image; plugin; scripts; sibyl; tests; tools; webui; .gitignore; CLAUDE.md; README.md; README_CN.md; config.example.yaml; config.yaml.example; pyproject.toml; requirements.txt",2026-05-21,2026-05,raw-github/sibyl-research-team_sibyl-research-system.md
siddharth-1001/agent-eval-harness,https://github.com/siddharth-1001/agent-eval-harness,20,Markdown,evaluation,16,Latest commit History22 Commits22 Commits; .github; agent_eval; docs; examples; rfcs; tests; .gitignore; CHANGELOG.md; CONTRIBUTING.md; LICENSE; README.md; SECURITY.md; pyproject.toml; uv.lock; View all files,2026-05-21,2026-05,raw-github/siddharth-1001_agent-eval-harness.md
significant-gravitas/autogpt,https://github.com/significant-gravitas/autogpt,184,Markdown,framework,29,"Latest commit History8,597 Commits8,597 Commits; .agents; .claude; .github; .vscode; assets; autogpt_platform; classic; docs; .branchlet.json; .deepsource.toml; .dockerignore; .gitattributes; .gitignore; .gitleaks.toml; .nvmrc; .pr_agent.toml; .pre-commit-config.yaml; .secrets.baseline; AGENTS.md",2026-05-21,2026-05,raw-github/significant-gravitas_autogpt.md
skills-mcp/skills-mcp,https://github.com/skills-mcp/skills-mcp,24,TypeScript/JavaScript,prompt-optimization,9,Latest commit History6 Commits6 Commits; docs; src; .gitignore; README.md; package.json; pnpm-lock.yaml; tsconfig.json; View all files,2026-05-21,2026-05,raw-github/skills-mcp_skills-mcp.md
smiles724/awesome-llm-rlvr,https://github.com/smiles724/awesome-llm-rlvr,107,Unknown,education-list,0,,unknown,unknown,raw-github/smiles724_awesome-llm-rlvr.md
snowflake-labs/agent-world-model,https://github.com/snowflake-labs/agent-world-model,356,Python,education-list,9,Latest commit History3 Commits3 Commits; awm; figures; outputs; .python-version; README.md; pyproject.toml; uv.lock; View all files,2026-05-01,2026-05,raw-github/snowflake-labs_agent-world-model.md
sola-st/repairagent,https://github.com/sola-st/repairagent,95,Markdown,memory,8,Latest commit History62 Commits62 Commits; .devcontainer; data; repair_agent; .gitignore; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/sola-st_repairagent.md
spillwavesolutions/agent-brain,https://github.com/spillwavesolutions/agent-brain,101,Markdown,evaluation,25,Latest commit History591 Commits591 Commits; .claude-plugin; .claude; .github/workflows; .opencode; .planning; .speckit; agent-brain-cli; agent-brain-plugin; agent-brain-server; docs; e2e-cli; e2e; integration/tests/quick_start/summ_test; playgrounds; scripts; .env.example; .gitignore; AGENTS.md; CLAUDE.md,2026-03-16,2026-03,raw-github/spillwavesolutions_agent-brain.md
spiral-rl/spiral,https://github.com/spiral-rl/spiral,190,Python,framework,17,Latest commit History11 Commits11 Commits; assets; cmd/tinker; data; docs; evals; spiral; tinker; .gitignore; LICENSE; Makefile; README.md; pyproject.toml; run.sh; run_multi_node.sh; train_spiral.py; View all files,2026-05-21,2026-05,raw-github/spiral-rl_spiral.md
square-mind/squaremind,https://github.com/square-mind/squaremind,0,Markdown,framework,22,Latest commit History20 Commits20 Commits; .github; assets; cmd/sqm; docs; examples; pkg; sdk/squaremind-sdk; web; .editorconfig; .gitignore; .golangci.yml; CHANGELOG.md; CONTRIBUTING.md; Dockerfile; LICENSE; Makefile; README.md; SECURITY.md; go.mod,2026-05-21,2026-05,raw-github/square-mind_squaremind.md
stanfordnlp/dsp,https://github.com/stanfordnlp/dsp,34,Markdown,prompt-optimization,14,"Latest commit History4,517 Commits4,517 Commits; .github; docs; dspy; tests; .gitignore; .pre-commit-config.yaml; CONTRIBUTING.md; LICENSE; README.md; SECURITY.md; pyproject.toml; uv.lock; View all files",2026-05-05,2026-05,raw-github/stanfordnlp_dsp.md
stanfordnlp/dspy,https://github.com/stanfordnlp/dspy,34,Markdown,prompt-optimization,14,"Latest commit History4,517 Commits4,517 Commits; .github; docs; dspy; tests; .gitignore; .pre-commit-config.yaml; CONTRIBUTING.md; LICENSE; README.md; SECURITY.md; pyproject.toml; uv.lock; View all files",2026-05-05,2026-05,raw-github/stanfordnlp_dspy.md
star-bob/swe-agent,https://github.com/star-bob/swe-agent,0,Markdown,coding-agent,27,"Latest commit History2,019 Commits2,019 Commits; .cursor/rules; .devcontainer; .github; assets; config; docs; sweagent; tests; tools; trajectories; .dockerignore; .git-blame-ignore-revs; .gitignore; .pre-commit-config.yaml; CONTRIBUTING.md; Dockerfile; LICENSE; README.md; SECURITY.md",2026-05-21,2026-05,raw-github/star-bob_swe-agent.md
stonks-git/intuitive-ai,https://github.com/stonks-git/intuitive-ai,2,Markdown,memory,20,Latest commit History26 Commits26 Commits; .github/workflows; KB; agent-state; design; prompts; src; state; .env.example; .gitignore; CLAUDE.md; Dockerfile; README.md; deploy.sh; docker-compose.yml; new_plan_v4.md; new_plan_v4_addendum.md; requirements.txt; taskmaster.py; View all files,2026-05-21,2026-05,raw-github/stonks-git_intuitive-ai.md
studio-intrinsic/turbo-gepa,https://github.com/studio-intrinsic/turbo-gepa,3,Markdown,prompt-optimization,28,Latest commit History450 Commits450 Commits; .github; assets; benchmarks; docs; examples; scripts; src/turbo_gepa; test_data/evolution; tests; .gitignore; .pre-commit-config.yaml; CHANGELOG.md; CITATION.cff; GEMINI.md; LICENSE; README.md; best_prompt.txt; pyproject.toml; sweep_results.tsv,2026-05-21,2026-05,raw-github/studio-intrinsic_turbo-gepa.md
sunitj/colloquip,https://github.com/sunitj/colloquip,1,Markdown,framework,26,Latest commit History100 Commits100 Commits; .claude; .github/workflows; alembic; config; demo; docs; scripts; src/colloquip; tests; web; .dockerignore; .env.example; .gitignore; CLAUDE.md; Dockerfile; Dockerfile.dev; LICENSE; README.md; alembic.ini,2026-05-21,2026-05,raw-github/sunitj_colloquip.md
sunzey/seagent,https://github.com/sunzey/seagent,246,Shell,evaluation,9,Latest commit History4 Commits4 Commits; OSWorld; eval_AgentRewardBench; src; .gitignore; README.md; setup.sh; sft.sh; View all files,2026-05-21,2026-05,raw-github/sunzey_seagent.md
swe-agent/swe-agent,https://github.com/swe-agent/swe-agent,19,Markdown,coding-agent,24,"Latest commit History2,158 Commits2,158 Commits; .cursor/rules; .devcontainer; .github; assets; config; docs; sweagent; tests; tools; trajectories; .env.example; .git-blame-ignore-revs; .gitignore; .pre-commit-config.yaml; CONTRIBUTING.md; LICENSE; README.md; SECURITY.md; codecov.yml",2025-05-22,2025-05,raw-github/swe-agent_swe-agent.md
swe-bench/swe-bench,https://github.com/swe-bench/swe-bench,5,Markdown,evaluation,14,Latest commit History608 Commits608 Commits; .github; docs; swebench; tests; .gitignore; .pre-commit-config.yaml; CHANGELOG.md; LICENSE; README.md; codecov.yml; mkdocs.yml; pyproject.toml; View all files,2026-05-21,2026-05,raw-github/swe-bench_swe-bench.md
synaptent/aragora,https://github.com/synaptent/aragora,7,Markdown,memory,80,"Latest commit History13,308 Commits13,308 Commits; .claude; .convoys; .devcontainer; .githooks; .github; .grok; .gt; .plan; .work_queue; aragora-debate; aragora-operator; aragora; benchmarks; contracts/erc8004; demos; deploy; diagnostics; docs-site; docs",2026-05-21,2026-05,raw-github/synaptent_aragora.md
taishi-n324/awesome-rl-reasoning,https://github.com/taishi-n324/awesome-rl-reasoning,13,Markdown,education-list,4,Latest commit History54 Commits54 Commits; LICENSE; README.md; View all files,2025-09-22,2025-09,raw-github/taishi-n324_awesome-rl-reasoning.md
teleai-uagi/awesome-agent-memory,https://github.com/teleai-uagi/awesome-agent-memory,421,Markdown,memory,5,Latest commit History348 Commits348 Commits; .gitignore; LICENSE; README.md; View all files,2026-05-20,2026-05,raw-github/teleai-uagi_awesome-agent-memory.md
tencent/selfevolvingagent,https://github.com/tencent/selfevolvingagent,100,Markdown,evolution,8,Latest commit History8 Commits8 Commits; VScan; WebCoT; WebEvolver; License.txt; README.md; logo.png; View all files,2026-05-21,2026-05,raw-github/tencent_selfevolvingagent.md
thesdes/textgrad,https://github.com/thesdes/textgrad,0,Python,evaluation,14,Latest commit History112 Commits112 Commits; .github; assets; evaluation; examples/notebooks; tests; textgrad; .gitignore; LICENSE; MANIFEST.in; README.md; requirements.txt; setup.py; View all files,2026-05-21,2026-05,raw-github/thesdes_textgrad.md
thu-nics/mars,https://github.com/thu-nics/mars,48,Python,evaluation,26,Latest commit History155 Commits155 Commits; .github/workflows; assets; data; docker; docs_roll; examples; mcore_adapter; roll; scripts; tests; .gitignore; .pre-commit-config.yaml; LICENSE; MANIFEST.in; Makefile; README.md; model_convert.sh; playground.ipynb; pyproject.toml,2026-05-21,2026-05,raw-github/thu-nics_mars.md
thudm/webrl,https://github.com/thudm/webrl,524,Python,evolution,15,Latest commit History48 Commits48 Commits; LLaMA-Factory; assets; extras; hparams; scripts; webrl.egg-info; webrl; README.md; WebArena-Lite_info.json; __init__.py; requirements.txt; run_multinode.sh; setup.py; View all files,2026-05-21,2026-05,raw-github/thudm_webrl.md
thuml/rlvr-world,https://github.com/thuml/rlvr-world,251,Markdown,evaluation,8,Latest commit History56 Commits56 Commits; assets; lang_wm; vid_wm; .gitignore; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/thuml_rlvr-world.md
tianyi-stack/madevolve,https://github.com/tianyi-stack/madevolve,9,Python,evolution,6,Latest commit History6 Commits6 Commits; madevolve; .gitignore; README.md; pyproject.toml; View all files,2026-05-21,2026-05,raw-github/tianyi-stack_madevolve.md
tiger-ai-lab/openresearcher,https://github.com/tiger-ai-lab/openresearcher,756,Python,research-agent,16,Latest commit History164 Commits164 Commits; assets; scripts; utils; .env.template; .gitignore; README.md; backend.py; browser.py; data_utils.py; deploy_agent.py; eval.py; pyproject.toml; run_agent.sh; setup.sh; View all files,2026-05-21,2026-05,raw-github/tiger-ai-lab_openresearcher.md
tmgthb/autonomous-agents,https://github.com/tmgthb/autonomous-agents,1,Markdown,research-agent,5,"Latest commit History1,595 Commits1,595 Commits; resources; LICENSE; README.md; View all files",2026-05-21,2026-05,raw-github/tmgthb_autonomous-agents.md
tsinghua-fib-lab/awesome-ai-scientists,https://github.com/tsinghua-fib-lab/awesome-ai-scientists,35,Markdown,research-agent,5,Latest commit History132 Commits132 Commits; asset; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/tsinghua-fib-lab_awesome-ai-scientists.md
tsinghua-fib-lab/world-model,https://github.com/tsinghua-fib-lab/world-model,711,Markdown,education-list,5,Latest commit History62 Commits62 Commits; asset; LICENSE; README.md; View all files,2022-06-27,early,raw-github/tsinghua-fib-lab_world-model.md
tsinghuac3i/awesome-memory-for-agents,https://github.com/tsinghuac3i/awesome-memory-for-agents,506,Markdown,memory,5,Latest commit History38 Commits38 Commits; assets; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/tsinghuac3i_awesome-memory-for-agents.md
tsinghuac3i/awesome-rl-for-lrms,https://github.com/tsinghuac3i/awesome-rl-for-lrms,2,Markdown,education-list,7,Latest commit History214 Commits214 Commits; figs; LICENSE; README.md; Survey@RL4LRM-v1.pdf; reference.bib; View all files,2025-09-11,2025-09,raw-github/tsinghuac3i_awesome-rl-for-lrms.md
tsukushiai/self-organized-agent,https://github.com/tsukushiai/self-organized-agent,18,Python,framework,6,Latest commit History4 Commits4 Commits; programming_runs; LICENSE; README.md; requirements.txt; View all files,2026-05-21,2026-05,raw-github/tsukushiai_self-organized-agent.md
tylerdotai/meta-harness-evolver,https://github.com/tylerdotai/meta-harness-evolver,14,Markdown,evaluation,8,Latest commit History2 Commits2 Commits; references; scripts; .gitignore; LICENSE; README.md; SKILL.md; View all files,unknown,unknown,raw-github/tylerdotai_meta-harness-evolver.md
tzussman/openevolve,https://github.com/tzussman/openevolve,0,Python,evolution,23,Latest commit History820 Commits820 Commits; .github; configs; examples; openevolve; scripts; tests; .gitignore; .pre-commit-config.yaml; CLAUDE.md; CONTRIBUTING.md; Dockerfile; LICENSE; MANIFEST.in; Makefile; README.md; openevolve-architecture.png; openevolve-logo.png; openevolve-run.py; openevolve-visualizer.png,2026-05-21,2026-05,raw-github/tzussman_openevolve.md
uid4oe/insight-swarm,https://github.com/uid4oe/insight-swarm,0,TypeScript/JavaScript,framework,23,Latest commit History25 Commits25 Commits; .claude; backend; frontend; nginx; shared; .dockerignore; .env.example; .git-blame-ignore-revs; .gitignore; CLAUDE.md; Dockerfile; LICENSE; README.md; biome.json; docker-compose.dev.yml; docker-compose.yml; package.json; pnpm-lock.yaml; pnpm-workspace.yaml,2026-05-21,2026-05,raw-github/uid4oe_insight-swarm.md
ventr1c/memma,https://github.com/ventr1c/memma,17,Python,memory,11,Latest commit History3 Commits3 Commits; configs/memory_toolkits; data; data_preprocess; examples; scripts; .env.example; .gitignore; README.md; requirements.txt; View all files,unknown,unknown,raw-github/ventr1c_memma.md
vercel-labs/ai,https://github.com/vercel-labs/ai,24,Markdown,framework,35,"Latest commit History7,012 Commits7,012 Commits; .changeset; .claude; .cursor; .github; .husky; .vscode; architecture; assets; content; contributing; examples; packages; skills; tools; .gitignore; .kodiak.toml; .npmrc; .oxfmtrc.jsonc; .oxlintrc.json",2026-05-21,2026-05,raw-github/vercel-labs_ai.md
vercel/ai,https://github.com/vercel/ai,24,Markdown,framework,35,"Latest commit History7,012 Commits7,012 Commits; .changeset; .claude; .cursor; .github; .husky; .vscode; architecture; assets; content; contributing; examples; packages; skills; tools; .gitignore; .kodiak.toml; .npmrc; .oxfmtrc.jsonc; .oxlintrc.json",2026-05-21,2026-05,raw-github/vercel_ai.md
vercel/workflow,https://github.com/vercel/workflow,2,Markdown,workflow-automation,33,"Latest commit History1,111 Commits1,111 Commits; .changeset; .claude; .cursor/rules; .github; .husky; .vscode; docs; lib/steps; packages; scripts; skills; tarballs; workbench; .editorconfig; .gitattributes; .gitignore; .node-version; AGENTS.md; CLAUDE.md",2026-04-17,2026-04,raw-github/vercel_workflow.md
vicsanity623/pyob,https://github.com/vicsanity623/pyob,2,Python,evaluation,20,"Latest commit History1,042 Commits1,042 Commits; .github/workflows; docs; src/pyob; tests; .gitignore; Dockerfile; LICENSE; README.md; ROADMAP.md; action.yml; build_pyinstaller_multiOS.py; check.sh; mypy.ini; pyob.icns; pyob.ico; pyob.png; pyproject.toml; requirements.txt; View all files",2026-05-21,2026-05,raw-github/vicsanity623_pyob.md
viktoraxelsen/memskill,https://github.com/viktoraxelsen/memskill,482,Python,memory,22,Latest commit History32 Commits32 Commits; assets; data; docs; prompts; skills; src; LICENSE; README.md; alfworld_replay.py; eval_alfworld.sh; eval_hp.sh; eval_locomo.sh; eval_longmemeval.sh; eval_utils.py; llm_utils.py; main.py; rag_utils.py; requirements.txt; train_alfworld.sh,2026-05-21,2026-05,raw-github/viktoraxelsen_memskill.md
vision-intelligence-and-robots-group/best-incremental-learning,https://github.com/vision-intelligence-and-robots-group/best-incremental-learning,607,Unknown,coding-agent,0,,unknown,unknown,raw-github/vision-intelligence-and-robots-group_best-incremental-learning.md
vivy-yi/awesome-agent-orchestration,https://github.com/vivy-yi/awesome-agent-orchestration,10,Markdown,framework,6,Latest commit History8 Commits8 Commits; CONTRIBUTING.md; LICENSE; README.md; README_zh.md; View all files,2026-05-21,2026-05,raw-github/vivy-yi_awesome-agent-orchestration.md
volcengine/openviking,https://github.com/volcengine/openviking,24,Markdown,memory,40,"Latest commit History1,166 Commits1,166 Commits; .github; benchmark; bot; build_support; crates; deploy/helm; docker; docs; examples; npm/cli; openviking; openviking_cli; src; tests; third_party; web-studio; .clang-format; .gitignore; .pr_agent.toml",2026-05-21,2026-05,raw-github/volcengine_openviking.md
voltagent/awesome-agent-skills,https://github.com/voltagent/awesome-agent-skills,22,Unknown,education-list,0,,unknown,unknown,raw-github/voltagent_awesome-agent-skills.md
vsonicv/es-fine-tuning-paper,https://github.com/vsonicv/es-fine-tuning-paper,356,Python,research-agent,10,Latest commit History35 Commits35 Commits; countdown; utils; LICENSE.txt; README.md; es_fine-tuning_conciseness.py; es_fine-tuning_conciseness_iid.py; es_fine-tuning_countdown_accl.py; requirement.txt; View all files,2025-10-27,2025-10,raw-github/vsonicv_es-fine-tuning-paper.md
werner-duvaud/muzero-general,https://github.com/werner-duvaud/muzero-general,2,Python,evaluation,20,Latest commit History132 Commits132 Commits; .github; docs; games; results; .gitattributes; .gitignore; LICENSE; README.md; diagnose_model.py; models.py; muzero.py; notebook.ipynb; replay_buffer.py; requirements.lock; requirements.txt; self_play.py; shared_storage.py; trainer.py; View all files,2026-05-21,2026-05,raw-github/werner-duvaud_muzero-general.md
workofart/selfplay-tictactoe,https://github.com/workofart/selfplay-tictactoe,0,Python,evaluation,12,Latest commit History7 Commits7 Commits; .gitignore; README.md; agent.py; minmax_trained_1000ep; minmax_trained_250ep; minmax_trained_500ep; requirements.txt; selfplayO_5000ep; selfplayX_5000ep; tictactoe_env.py; View all files,2019-12-06,early,raw-github/workofart_selfplay-tictactoe.md
wuxingyu-ai/llm4ec,https://github.com/wuxingyu-ai/llm4ec,139,Markdown,evolution,4,Latest commit History35 Commits35 Commits; Framework.png; README.md; View all files,2026-05-21,2026-05,raw-github/wuxingyu-ai_llm4ec.md
wzdnzd/harvester,https://github.com/wzdnzd/harvester,546,Python,framework,23,Latest commit History56 Commits56 Commits; config; constant; core; examples; manager; refine; search; stage; state; storage; tools; .dockerignore; .gitignore; Dockerfile; LICENSE; README.md; README.zh-CN.md; __init__.py; entrypoint.sh,2026-05-21,2026-05,raw-github/wzdnzd_harvester.md
x1aox1a/word2world,https://github.com/x1aox1a/word2world,62,Markdown,evaluation,8,Latest commit History3 Commits3 Commits; AgentGym-RL; AgentGym; assets; scripts; .gitignore; README.md; View all files,2026-05-21,2026-05,raw-github/x1aox1a_word2world.md
xai-liacs/llamea,https://github.com/xai-liacs/llamea,105,Markdown,evaluation,24,Latest commit History423 Commits423 Commits; .github/workflows; .vscode; benchmarks; docs; examples; llamea; logreader; misc; tests; .gitignore; AGENTS.md; CITATION.cff; CLAUDE.md; CONTRIBUTING.md; LICENSE; README.md; framework.png; logo-dark.png; logo.png,2026-05-21,2026-05,raw-github/xai-liacs_llamea.md
xanther-ai/xce-benchmarks,https://github.com/xanther-ai/xce-benchmarks,0,Markdown,evaluation,7,Latest commit History1 Commit1 Commit; analysis; assets; results; LICENSE; README.md; View all files,2026-05-21,2026-05,raw-github/xanther-ai_xce-benchmarks.md
xialeiliu/awesome-incremental-learning,https://github.com/xialeiliu/awesome-incremental-learning,4,Unknown,education-list,0,,unknown,unknown,raw-github/xialeiliu_awesome-incremental-learning.md
xiaofangxd/llm/ea,https://github.com/xiaofangxd/llm/ea,23,Markdown,evolution,3,Latest commit History14 Commits14 Commits; README.md; View all files,2026-05-21,2026-05,raw-github/xiaofangxd_llm_ea.md
xinhuagu/aceclaw,https://github.com/xinhuagu/aceclaw,4,Markdown,evaluation,40,Latest commit History578 Commits578 Commits; .github/workflows; aceclaw-bom; aceclaw-cli; aceclaw-core; aceclaw-daemon; aceclaw-dashboard; aceclaw-infra; aceclaw-llm; aceclaw-mcp; aceclaw-memory; aceclaw-sdk; aceclaw-security; aceclaw-server; aceclaw-test; aceclaw-tools; docs; gradle/wrapper; scripts; .coderabbit.yaml,2026-05-21,2026-05,raw-github/xinhuagu_aceclaw.md
xizaoqu/worldmem,https://github.com/xizaoqu/worldmem,359,Python,memory,21,Latest commit History54 Commits54 Commits; algorithms; assets; configurations; datasets; experiments; utils; .gitattributes; LICENSE.md; README.md; app.py; calculate_fid.py; data_generator.py; evaluate.sh; infer.sh; main.py; requirements.txt; train_stage_1.sh; train_stage_2.sh; train_stage_3.sh,2025-11-30,2025-11,raw-github/xizaoqu_worldmem.md
xmudeeplit/awesome-self-evolving-agents,https://github.com/xmudeeplit/awesome-self-evolving-agents,181,Markdown,evolution,4,Latest commit History56 Commits56 Commits; figs; README.md; View all files,2026-05-21,2026-05,raw-github/xmudeeplit_awesome-self-evolving-agents.md
xuchen-li/llm-arxiv-daily,https://github.com/xuchen-li/llm-arxiv-daily,144,Markdown,evaluation,7,Latest commit History812 Commits812 Commits; .github/workflows; docs; README.md; config.yaml; daily_arxiv.py; View all files,2026-05-21,2026-05,raw-github/xuchen-li_llm-arxiv-daily.md
yang1999code/controllable-agent,https://github.com/yang1999code/controllable-agent,105,Markdown,evaluation,27,Latest commit History31 Commits31 Commits; .agent-base/agents; agent; ai; app; docs; frontend; tests; .gitignore; README.md; launch.py; my_agent.py; pyproject.toml; start.bat; web_server.py; 上下文优化方案.md; 修改记录.md; 可视化.md; 多智能体设计.md; 多智能实现记录.md,2026-05-21,2026-05,raw-github/yang1999code_controllable-agent.md
yennning/awesome-code-as-agent-harness-papers,https://github.com/yennning/awesome-code-as-agent-harness-papers,123,Unknown,education-list,0,,unknown,unknown,raw-github/yennning_awesome-code-as-agent-harness-papers.md
yinbo0927/fate,https://github.com/yinbo0927/fate,16,Python,evolution,18,Latest commit History28 Commits28 Commits; assets; configs; docs; scripts; src/fate; tests; .gitignore; .nojekyll; FATE_main_ATBench.py; FATE_main_BuildReplay.py; FATE_main_Prepare.py; FATE_main_Train.py; LICENSE; README.md; index.html; requirements.txt; View all files,unknown,unknown,raw-github/yinbo0927_fate.md
yingchengyang/reinforcement-learning-papers,https://github.com/yingchengyang/reinforcement-learning-papers,569,Unknown,research-agent,0,,unknown,unknown,raw-github/yingchengyang_reinforcement-learning-papers.md
yologdev/yoyo-evolve,https://github.com/yologdev/yoyo-evolve,1,Markdown,evolution,31,"Latest commit History2,088 Commits2,088 Commits; .github; assets; docs; journals; memory; scripts; skills; skills_attic; sponsors; src; tests; .gitignore; .skill_evolve_counter; .yoyo.toml; CHANGELOG.md; CLAUDE.md; CLAUDE_CODE_GAP.md; Cargo.toml; DAY_COUNT",2026-05-21,2026-05,raw-github/yologdev_yoyo-evolve.md
yonkoo11/hermes-dojo,https://github.com/yonkoo11/hermes-dojo,72,Markdown,evolution,9,Latest commit History13 Commits13 Commits; docs; references; scripts; .gitignore; README.md; SKILL.md; install.sh; View all files,2026-05-21,2026-05,raw-github/yonkoo11_hermes-dojo.md
